Difference in record 'billing_setup': Field 'id' - Version 1: '316', Version 2: '95'
Difference in record 'billing_setup': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'call_view': Field 'id' - Version 1: '317', Version 2: '97'
Difference in record 'call_view': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'audience': Field 'id' - Version 1: '318', Version 2: '20'
Difference in record 'audience': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'batch_job': Field 'id' - Version 1: '319', Version 2: '101'
Difference in record 'batch_job': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'bidding_strategy_simulation': Field 'id' - Version 1: '320', Version 2: '96'
Difference in record 'bidding_strategy_simulation': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset_set': Field 'id' - Version 1: '321', Version 2: '19'
Difference in record 'asset_set': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset_group_signal': Field 'id' - Version 1: '322', Version 2: '100'
Difference in record 'asset_group_signal': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset_group_asset': Field 'id' - Version 1: '323', Version 2: '102'
Difference in record 'asset_group_asset': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_draft': Field 'id' - Version 1: '324', Version 2: '88'
Difference in record 'campaign_draft': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset_group_listing_group_filter': Field 'id' - Version 1: '325', Version 2: '104'
Difference in record 'asset_group_listing_group_filter': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset_group': Field 'id' - Version 1: '326', Version 2: '118'
Difference in record 'asset_group': Field 'with_metrics' - Version 1: '0', Version 2: '1'
Difference in record 'asset_group': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'ad_parameter': Field 'id' - Version 1: '327', Version 2: '112'
Difference in record 'ad_parameter': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'ad_group_simulation': Field 'id' - Version 1: '328', Version 2: '110'
Difference in record 'ad_group_simulation': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'asset': Field 'id' - Version 1: '329', Version 2: '106'
Difference in record 'asset': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'ad_group_label': Field 'id' - Version 1: '330', Version 2: '109'
Difference in record 'ad_group_label': Field 'version' - Version 1: '14', Version 2: '15'
